MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,VesselGroup,VesselTypeDetailed,Origin_country,Origin_port,Destination_country,Destination_port,Cargo_type,Total_weight_cargo,Flag
368185630,2023-12-31 23:58:54,47.39392,-122.46422,0.0,12.7,511.0,NONSENSE,IMO0000000,WDM2159,37,,12.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Ningbo-Zhoushan,USA,Jacksonville,General Cargo,0.55,Panama
368185780,2023-12-31 20:52:00,30.32696,-87.35741,0.3,254.3,511.0,OSPREY,IMO0000000,WDM2178,33,,9.0,3.0,,,B,Other,Dredging or underwater operations,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,100.0,Marshall Islands
368185860,2023-12-31 21:37:28,34.40602,-119.68913,0.0,360.0,511.0,SEAS THE DAY,IMO0000000,WDM2186,40,,0.0,0.0,,,B,Other,"High speed craft (HSC), all ships of this type",USA,Long Beach,China,Shanghai,General Cargo,100.0,Liberia
368185880,2023-12-31 23:58:40,28.23595,-82.75711,0.0,21.2,511.0,SOFIA MARIE,IMO0000000,WDM2190,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,USA,Seattle,General Cargo,0.41,Liberia
368186000,2023-12-31 23:59:09,30.16889,-88.77144,0.0,40.5,327.0,HARVEY CARRIER,IMO9388120,KRTQ,90,0.0,85.0,18.0,5.0,79.0,A,Other,"Other Type, all ships of this type",Japan,Tokyo,Netherlands,Rotterdam,General Cargo,100.0,Marshall Islands
368186070,2023-12-31 23:55:48,39.07966,-76.11025,0.0,360.0,312.0,S/V NAMAHOE,IMO0000000,WDM2215,36,,17.0,9.0,,,B,Pleasure Craft/Sailing,Sailing,USA,New Orleans,Netherlands,Amsterdam,General Cargo,0.39,Other
368186160,2023-12-31 14:17:48,26.7615,-80.042,0.0,313.5,180.0,MOONSHOT,,WDM2224,37,5.0,28.0,7.0,2.1,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,USA,Seattle,Singapore,Singapore,General Cargo,0.65,Panama
368186220,2023-12-31 00:35:15,37.91367,-122.47513,0.0,160.9,165.0,KINCSEM  IV,IMO0000000,WDM2231,37,,11.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,China,Hong Kong,General Cargo,0.42,Panama
368186410,2023-12-31 23:59:47,36.97019,-76.41529,0.0,360.0,511.0,OCEAN FOX,IMO0000000,WDM2249,30,,25.0,6.0,,,B,Fishing,Fishing,China,Dalian,Netherlands,Rotterdam,General Cargo,39.34,South Korea
368186720,2023-12-31 23:49:01,47.62129,-122.5221,0.0,360.0,511.0,EMBARQUE,IMO0000000,,37,,13.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,0.85,Bahamas
368187050,2023-12-31 23:58:56,31.15406,-81.49993,0.0,172.0,511.0,2 AUSTINTATIOUS,IMO0000000,WDM2325,36,,14.0,8.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Yokohama,USA,New York,General Cargo,0.26,Marshall Islands
368187070,2023-12-31 04:17:24,24.57577,-81.7082,0.0,360.0,511.0,JOYRIDE,IMO0000000,WDM2327,36,,16.0,8.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Amsterdam,USA,Long Beach,General Cargo,0.46,Other
368187170,2023-12-31 23:59:08,18.05356,-65.83674,0.0,360.0,511.0,CABO PEYO,IMO7306790,WDM2338,31,0.0,74.0,14.0,4.0,52.0,A,Tug Tow,Towing,China,Ningbo-Zhoushan,Singapore,Singapore,General Cargo,106.84,Malta
368187510,2023-12-31 23:59:21,38.87408,-77.02203,0.0,83.6,511.0,SPIRIT OF BALTIMORE2,,WDM2375,60,5.0,48.0,12.0,2.3,60.0,A,Passenger,"Passenger, all ships of this type",Netherlands,Rotterdam,Singapore,Jurong,General Cargo,557.65,Other
368187540,2023-12-31 23:58:28,26.11234,-80.10809,0.0,260.2,96.0,LOVEBUG,IMO9609940,WDM2378,37,5.0,40.0,8.0,2.4,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,China,Qingdao,Netherlands,Rotterdam,General Cargo,0.52,Other
368187550,2023-12-31 22:38:34,30.23303,-87.99457,0.1,181.0,511.0,KITTY BELLE,IMO0000000,WDM2379,60,,14.0,4.0,,,B,Passenger,"Passenger, all ships of this type",Japan,Tokyo,China,Ningbo-Zhoushan,General Cargo,224.7,China
368187580,2023-12-31 21:53:56,24.56268,-81.80012,0.2,44.9,511.0,SUMMER II,IMO0000000,WDM2384,37,,0.0,0.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Kobe,Singapore,Jurong,General Cargo,0.37,Singapore
368187720,2023-12-31 23:59:55,33.62037,-117.92661,0.0,360.0,511.0,SALLYANN,IMO0000000,,37,,18.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,USA,Los Angeles,General Cargo,0.53,Marshall Islands
368187730,2023-12-31 23:59:46,48.62987,-122.95757,0.0,79.5,511.0,HAPPY OUR WAY,IMO0000000,WDM2399,37,,13.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Japan,Yokohama,General Cargo,0.33,Other
368187810,2023-12-31 22:46:15,48.01321,-122.17815,0.0,359.8,177.0,CHANNEL SURFING,IMO0000000,WDM2408,37,,10.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Japan,Osaka,General Cargo,0.65,Other
368187880,2023-12-31 17:35:36,44.15384,-68.65639,0.2,360.0,287.0,KRISTYN LEA,IMO0000000,WDM2415,30,,14.0,6.0,,,B,Fishing,Fishing,Singapore,Singapore,Japan,Yokohama,General Cargo,193.19,Japan
368187940,2023-12-31 10:17:02,30.26337,-88.11377,0.0,141.7,511.0,LADY ANN,IMO0000000,WDM2421,60,,18.0,7.0,,,B,Passenger,"Passenger, all ships of this type",USA,Houston,Netherlands,Rotterdam,General Cargo,152.03,Other
368187950,2023-12-31 23:59:31,30.5475,-80.73737,9.6,177.5,511.0,INDEPENDENCE,IMO0000000,WDM2422,37,,30.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,USA,Corpus Christi,General Cargo,0.41,Marshall Islands
368188000,2023-12-31 23:59:11,24.56491,-81.81634,0.1,138.2,14.0,TALOS,,WDH8365,37,1.0,31.0,7.0,,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,Japan,Tokyo,General Cargo,1.3,Liberia
368188390,2023-12-31 23:58:45,30.3965,-88.26249,0.0,360.0,511.0,CAPT.PETER,IMO8975756,WDM2467,30,7.0,30.0,7.0,0.0,30.0,A,Fishing,Fishing,Netherlands,Rotterdam,China,Ningbo-Zhoushan,General Cargo,61.19,Norway
368188410,2023-12-31 23:55:10,47.63293,-122.33948,0.0,303.4,511.0,M/V CAMELOT,IMO0000000,WDM2469,37,,18.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Xiamen,USA,Los Angeles,General Cargo,0.39,Other
368188690,2023-12-31 23:51:02,47.67966,-122.40837,0.0,360.0,511.0,BLUESURROUND,IMO0000000,WDM2495,36,,15.0,5.0,,,B,Pleasure Craft/Sailing,Sailing,Singapore,Singapore,China,Tianjin,General Cargo,0.58,Marshall Islands
368188750,2023-12-31 23:57:49,25.72529,-80.15596,0.0,360.0,511.0,LEYENDA 2,IMO0000000,WDM2500,37,,10.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,New Orleans,China,Shanghai,General Cargo,0.51,Panama
368188920,2023-12-31 23:59:58,40.63228,-80.42627,5.2,215.6,511.0,ZEPHYR,IMO8842260,WDM2521,57,12.0,25.0,9.0,3.3,57.0,A,Passenger,Spare - for assignment to local vessel,Netherlands,Rotterdam,Japan,Tokyo,General Cargo,493.41,Other
368188970,2023-12-31 23:00:00,26.10276,-80.12185,3.8,263.7,511.0,BLUE RAY,IMO0000000,WDM2528,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,USA,New York,General Cargo,0.59,Panama
368189190,2023-12-31 23:52:22,28.60335,-92.11229,2.4,183.0,187.0,DUKE,IMO9264623,WDM2550,70,0.0,0.0,0.0,3.9,70.0,A,Cargo,"Cargo, all ships of this type",USA,Seattle,China,Ningbo-Zhoushan,General Cargo,11998.34,China
368189290,2023-12-31 15:20:48,32.6027,-91.14668,2.0,313.0,325.0,LILY G BROOKS,IMO1302688,WDM2560,57,0.0,211.0,17.0,3.0,57.0,A,Passenger,Spare - for assignment to local vessel,China,Guangzhou,Japan,Osaka,General Cargo,95.16,Bahamas
368189380,2023-12-31 23:57:38,27.51093,-82.55815,0.0,360.0,511.0,HONAHLEE,IMO0000000,WDM2571,37,,15.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Nagoya,USA,South Louisiana,General Cargo,0.62,Singapore
368189390,2023-12-31 23:59:48,48.50388,-122.60232,0.0,360.0,511.0,GREY GOOSE,IMO0000000,WDM2572,36,,12.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,Singapore,Singapore,USA,Savannah,General Cargo,0.65,Marshall Islands
368189650,2023-12-31 18:16:03,29.89785,-80.99617,4.4,151.4,161.0,WILD ROSE,IMO0000000,WDM2597,36,,13.0,8.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Osaka,Netherlands,Rotterdam,General Cargo,0.63,Panama
368189880,2023-12-31 23:55:23,27.64287,-80.37596,0.0,360.0,511.0,BLUE EYES,IMO0000000,WDM2618,37,,16.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Singapore,Jurong,General Cargo,0.65,Other
368190070,2023-12-31 23:56:15,29.89431,-81.309,0.0,360.0,511.0,JUBILEE,IMO0000000,WDM2638,36,,13.0,8.0,,,B,Pleasure Craft/Sailing,Sailing,USA,Seattle,China,Shanghai,General Cargo,0.44,Panama
368190390,2023-12-31 23:59:29,48.75704,-122.50587,0.0,131.8,511.0,TIVOLI,IMO0000000,WMD2671,36,,12.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,USA,Tacoma,Japan,Osaka,General Cargo,0.48,Other
368190420,2023-12-31 23:58:51,29.61359,-95.02513,0.0,360.0,511.0,LIL MICHAEL,,WDM2673,31,0.0,0.0,0.0,0.0,31.0,A,Tug Tow,Towing,Japan,Yokohama,USA,Los Angeles,General Cargo,94.36,Marshall Islands
368191530,2023-12-31 23:59:17,38.94875,-74.9064,0.0,203.9,303.0,SUSAN LEIGH,IMO0000000,WDM2812,30,,27.0,8.0,,,B,Fishing,Fishing,USA,Los Angeles,China,Qingdao,General Cargo,38.74,Indonesia
368191710,2023-12-31 23:59:17,48.61937,-123.00251,0.0,4.4,511.0,5 MINUTE WALK,IMO0000000,WDM2832,37,,15.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,Japan,Tokyo,General Cargo,0.82,Hong Kong
368191790,2023-12-31 23:59:54,29.85172,-88.64606,2.9,179.2,173.0,JUSTIN DANG III,IMO0000000,WDM2844,30,,26.0,7.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,68.19,Norway
368191810,2023-12-31 23:58:49,48.0027,-122.21868,0.0,76.9,511.0,CARPE DIEM,IMO0000000,WDM2845,37,,11.0,2.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Charleston,China,Ningbo-Zhoushan,General Cargo,0.65,Bahamas
368191850,2023-12-31 23:57:49,32.4201,-80.65946,0.0,160.4,111.0,ZULU,,WDM2850,37,5.0,20.0,6.0,2.2,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,0.78,Other
368191980,2023-12-31 23:56:59,25.77877,-80.15676,0.2,360.0,117.0,AZZURRA,IMO0000000,WDM2865,37,,0.0,0.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Japan,Tokyo,General Cargo,0.67,Other
368192040,2023-12-31 23:59:14,47.40044,-122.32958,0.1,360.0,511.0,ANUNIAQ,IMO0000000,,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Netherlands,Amsterdam,General Cargo,0.16,Panama
368192220,2023-12-31 14:35:20,26.68209,-82.0622,0.0,360.0,511.0,JOY RIDE,IMO0000000,WDM2888,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Dalian,Japan,Nagoya,General Cargo,0.62,Panama
368192230,2023-12-31 23:59:15,29.78574,-95.09544,0.0,205.3,511.0,NEIL MARTIN,,WDM2889,57,0.0,142.0,18.0,3.0,52.0,A,Passenger,Spare - for assignment to local vessel,Japan,Tokyo,Singapore,Singapore,General Cargo,550.69,Singapore
368192240,2023-12-31 23:59:35,27.86813,-97.04595,0.1,4.3,20.0,BAILEY B,,WDM2890,57,12.0,113.0,34.0,3.1,57.0,A,Passenger,Spare - for assignment to local vessel,Singapore,Jurong,USA,Charleston,General Cargo,189.48,China
368192270,2023-12-31 23:57:28,33.61118,-117.9264,0.0,268.3,511.0,PHANTOM,IMO0000000,WDM2893,37,,27.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Beaumont,Netherlands,Amsterdam,General Cargo,0.65,Other
368192510,2023-12-31 14:29:54,26.82834,-80.05824,0.0,282.2,159.0,SUNDAY MORNING,,WDM2920,37,5.0,21.0,7.0,2.2,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,Japan,Tokyo,Singapore,Singapore,General Cargo,0.61,Liberia
368192540,2023-12-31 19:25:20,32.20672,-117.06113,9.7,147.8,147.0,FISH TANK,IMO0000000,WDM2923,37,,17.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Japan,Yokohama,General Cargo,0.54,Liberia
368192680,2023-12-31 23:57:21,24.56252,-81.72973,0.0,129.5,511.0,DITCH DIGGER,IMO0000000,,37,,20.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,USA,Jacksonville,General Cargo,0.39,Other
368192830,2023-12-31 16:43:25,28.14799,-80.60341,0.0,360.0,511.0,RIGHT MEOW,IMO0000000,1313408,37,,0.0,0.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Qingdao,General Cargo,0.58,Liberia
368192870,2023-12-31 22:18:17,18.43986,-64.75108,0.2,360.0,511.0,SWEET N SALTY,IMO0000000,WDM2953,36,,14.0,7.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Amsterdam,Singapore,Singapore,General Cargo,0.65,Hong Kong
368193060,2023-12-31 23:16:46,26.05961,-80.1317,0.0,103.6,511.0,BRAVO ZULU,IMO0000000,WDM2973,37,,33.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Qingdao,Japan,Yokohama,General Cargo,0.62,Other
368193180,2023-12-31 23:59:03,29.8416,-92.3303,3.3,102.7,101.0,INTRA RECOIL,,WDM2987,31,5.0,83.0,14.0,2.8,31.0,A,Tug Tow,Towing,China,Dalian,Netherlands,Amsterdam,General Cargo,104.72,Panama
368193250,2023-12-31 23:35:56,18.29071,-65.28048,0.1,360.0,511.0,SEMPER FI,IMO0000000,WDM2998,36,,13.0,8.0,,,B,Pleasure Craft/Sailing,Sailing,Singapore,Singapore,China,Dalian,General Cargo,0.21,Other
368193350,2023-12-31 23:58:45,47.60945,-122.34693,0.1,215.9,511.0,CHIMAERA,IMO0000000,WDM3007,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shanghai,Singapore,Singapore,General Cargo,0.47,Other
368193690,2023-12-31 23:57:25,47.64899,-122.32962,0.0,360.0,511.0,CATHERINE MARIE,IMO0000000,WDM3049,37,,21.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Japan,Osaka,General Cargo,0.65,Hong Kong
368193720,2023-12-31 23:58:49,33.93001,-77.9966,0.0,299.7,511.0,PEGASO,IMO0000000,WDM3051,36,,20.0,5.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Rotterdam,Japan,Yokohama,General Cargo,1.3,China
368193830,2023-12-31 23:59:33,39.24345,-76.5703,0.0,357.0,73.0,ROCK HALL,IMO1294623,WDM3063,52,5.0,30.0,12.0,2.7,52.0,A,Other,Tug,USA,Corpus Christi,Japan,Osaka,General Cargo,100.0,Singapore
368193940,2023-12-31 14:50:30,30.39753,-88.25977,0.0,336.5,511.0,MISS MICHELLE,IMO0000000,WDM3077,30,,29.0,7.0,,,B,Fishing,Fishing,Japan,Yokohama,USA,Long Beach,General Cargo,56.4,USA
368194070,2023-12-31 23:57:12,47.64291,-122.34197,0.0,0.0,511.0,SOUTHERN CROSS,IMO0000000,WDM3091,37,,23.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Guangzhou,Singapore,Singapore,General Cargo,0.52,Bahamas
368194250,2023-12-31 12:30:07,32.38484,-90.90325,0.0,312.0,511.0,BRENDAN K,IMO100588835,WDM3109,52,0.0,20.0,8.0,2.2,52.0,A,Other,Tug,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,100.0,Liberia
368194260,2023-12-31 13:42:02,26.32513,-80.08881,0.0,360.0,511.0,H110,IMO0000000,WDM3111,37,,28.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Tianjin,Netherlands,Rotterdam,General Cargo,0.54,Singapore
368194280,2023-12-31 23:56:45,44.14837,-68.67792,0.1,360.0,511.0,FAYE RENAE,IMO0000000,,30,,15.0,6.0,,,B,Fishing,Fishing,China,Xiamen,USA,Oakland,General Cargo,63.58,USA
368194320,2023-12-31 22:53:54,47.33427,-122.5841,0.0,360.0,511.0,ODESSEY,IMO0000000,,37,,14.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Japan,Kobe,General Cargo,0.33,Greece
368194340,2023-12-31 23:53:38,42.38524,-71.06121,0.0,360.0,511.0,THOMAS DESMOND,IMO0000000,WDM3117,33,,77.0,16.0,,,B,Other,Dredging or underwater operations,USA,Corpus Christi,Japan,Nagoya,General Cargo,100.0,Liberia
368194360,2023-12-31 23:59:12,26.11518,-80.10701,0.0,360.0,511.0,PRODIGALITY,IMO0000000,WDM3120,37,,18.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Japan,Kobe,General Cargo,0.62,China
368194460,2023-12-31 23:57:05,38.04036,-122.13715,0.0,304.3,54.0,APOLLO,,WDM3133,52,5.0,30.0,11.0,5.3,52.0,A,Other,Tug,Japan,Nagoya,Singapore,Singapore,General Cargo,100.0,Greece
368194470,2023-12-31 23:59:30,25.7844,-80.17945,0.0,360.0,511.0,INDIGO,IMO0000000,WDM3134,37,,31.0,14.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Houston,China,Hong Kong,General Cargo,0.45,Japan
368194530,2023-12-31 23:57:18,47.62153,-122.51854,0.0,351.4,511.0,WANDERLUST,IMO0000000,WDM3139,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Los Angeles,Japan,Tokyo,General Cargo,0.37,Other
368194650,2023-12-31 23:54:16,48.75693,-122.50606,0.0,360.0,511.0,CASCADIA,IMO0000000,WDM3151,36,,12.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Yokohama,USA,New York,General Cargo,0.61,Malta
368194720,2023-12-31 23:57:15,30.40143,-87.25435,0.0,360.0,511.0,NARWHAL,IMO0000000,WDM3159,36,,10.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,USA,South Louisiana,Japan,Yokohama,General Cargo,0.37,Other
368194870,2023-12-31 23:57:16,47.65635,-122.36857,0.0,159.4,309.0,SABABA,IMO0000000,WDM3174,37,,12.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shenzhen,USA,Tacoma,General Cargo,0.47,Bahamas
368194920,2023-12-31 23:58:04,32.72601,-117.2119,0.1,360.0,511.0,BEL FAR NIENTE,IMO0000000,WDM3178,36,,10.0,5.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,1.11,Hong Kong
368195680,2023-12-31 12:00:49,18.50642,-64.38759,3.7,135.6,511.0,CALESI,IMO0000000,WDM3259,37,,16.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shenzhen,Netherlands,Rotterdam,General Cargo,0.55,Panama
368195760,2023-12-31 07:32:09,32.72655,-117.20145,0.0,360.0,511.0,LONGFIN,IMO0000000,WDM3268,37,,10.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Qingdao,General Cargo,0.45,Marshall Islands
368195880,2023-12-31 23:59:25,30.39576,-88.26508,0.0,360.0,511.0,LADY TIFFANY,IMO0000000,WDM3283,30,,28.0,8.0,,,B,Fishing,Fishing,USA,Houston,Netherlands,Rotterdam,General Cargo,32.74,South Korea
368196020,2023-12-31 23:59:22,32.61785,-80.08872,0.0,360.0,511.0,FEAR KNOT,IMO0000000,,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Long Beach,Netherlands,Rotterdam,General Cargo,0.33,Other
368196090,2023-12-31 23:58:07,34.00891,-77.93824,0.0,206.7,511.0,DIDAPPER 55,IMO0000000,WDM3305,33,,17.0,11.0,,,B,Other,Dredging or underwater operations,Singapore,Singapore,Japan,Tokyo,General Cargo,100.0,Bahamas
368196240,2023-12-31 14:40:26,44.16341,-68.70014,0.2,360.0,511.0,FARRAH MARIE,IMO0000000,WDM3321,30,,13.0,5.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,Japan,Kobe,General Cargo,39.7,South Korea
368196320,2023-12-31 23:58:58,37.77645,-122.37207,12.6,326.2,325.0,RACHAEL ALLEN,,WDM3329,52,0.0,30.0,10.0,5.7,52.0,A,Other,Tug,Singapore,Singapore,China,Ningbo-Zhoushan,General Cargo,100.0,Malta
368196410,2023-12-31 21:55:39,27.15062,-90.31896,0.0,220.2,244.0,C-CONSTRUCTOR,IMO9763746,WDM3339,20,3.0,97.0,40.0,6.0,20.0,A,Other,"Wing in ground (WIG), all ships of this type",USA,Charleston,Netherlands,Amsterdam,General Cargo,100.0,Other
368196560,2023-12-31 23:58:13,48.42479,-123.37171,0.0,318.0,358.0,SEAQUEL,IMO0000000,WDM3354,37,,22.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shanghai,USA,Tacoma,General Cargo,0.21,Liberia
368196830,2023-12-31 23:58:01,25.31112,-80.27715,0.0,277.0,511.0,EAGLE,IMO0000000,WDM3388,37,5.0,26.0,8.0,0.0,60.0,A,Pleasure Craft/Sailing,Pleasure Craft,China,Shenzhen,Netherlands,Rotterdam,General Cargo,0.47,Other
368196970,2023-12-31 23:51:25,48.99342,-122.75606,0.0,360.0,511.0,ALEXANDRIA,IMO0000000,WDM3407,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,USA,Corpus Christi,General Cargo,0.65,Liberia
368197150,2023-12-31 23:59:21,30.40177,-88.25566,0.0,360.0,511.0,GULF STAR,IMO0000000,WDM3425,30,,25.0,7.0,,,B,Fishing,Fishing,Japan,Osaka,Netherlands,Rotterdam,General Cargo,65.0,China
368197240,2023-12-31 23:59:04,29.72521,-95.2313,0.0,116.7,243.0,MEGAN ELIZABETH,,WDM3437,31,5.0,25.0,10.0,0.0,31.0,A,Tug Tow,Towing,Japan,Osaka,Netherlands,Amsterdam,General Cargo,71.1,Singapore
368197440,2023-12-31 23:59:33,29.57713,-90.60716,0.0,302.7,271.0,MARCELLA G GONDRAN,,WDM3461,52,0.0,32.0,10.0,4.0,52.0,A,Other,Tug,USA,Houston,China,Guangzhou,General Cargo,100.0,Panama
368197560,2023-12-31 23:58:53,25.70021,-80.20154,5.4,156.5,511.0,WANDERING STAR,IMO0000000,WDM3477,36,,16.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,USA,Savannah,Japan,Nagoya,General Cargo,0.45,Singapore
368197570,2023-12-31 23:57:14,45.6073,-122.67777,0.0,163.0,83.0,BIG DOG,IMO0000000,WDM3479,37,,13.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Miami,Singapore,Singapore,General Cargo,0.57,Panama
368197680,2023-12-31 23:59:16,40.7358,-73.97441,0.0,360.0,511.0,UNITY,,WDM3489,37,1.0,25.0,6.0,0.0,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,USA,Savannah,Singapore,Jurong,General Cargo,0.35,Hong Kong
368197790,2023-12-31 22:04:09,33.46054,-117.69881,0.0,271.7,199.0,AT LAST,IMO0000000,WDM3502,37,,12.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shanghai,Singapore,Singapore,General Cargo,0.24,Other
368197880,2023-12-31 23:58:25,24.57711,-81.78802,0.1,360.0,511.0,PHOSPHORESCENCE,IMO0000000,WDM3511,36,,15.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Osaka,China,Ningbo-Zhoushan,General Cargo,0.48,Bahamas
368197970,2023-12-31 23:51:57,30.39887,-87.24371,0.0,11.1,282.0,MAGNOLIA,IMO0000000,WDM3522,37,,13.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Kobe,Netherlands,Rotterdam,General Cargo,0.47,Marshall Islands
368198010,2023-12-31 23:58:19,27.75542,-82.63326,102.3,360.0,511.0,ISLA MIA,IMO0000000,WDM3525,36,,11.0,3.0,,,B,Pleasure Craft/Sailing,Sailing,China,Hong Kong,Netherlands,Rotterdam,General Cargo,0.27,Panama
368198090,2023-12-31 23:58:13,17.95464,-66.2911,0.1,184.8,511.0,ATHENA,IMO0000000,WDM3534,36,,10.0,3.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Tokyo,USA,New Orleans,General Cargo,0.54,Singapore
368198210,2023-12-31 23:59:53,29.78197,-95.09896,0.0,212.1,197.0,BEN HAYS,,WDM3545,52,12.0,24.0,10.0,3.1,52.0,A,Other,Tug,China,Guangzhou,Singapore,Singapore,General Cargo,100.0,Marshall Islands
368198430,2023-12-31 23:57:29,24.56468,-81.73613,0.0,170.1,511.0,MY BABY,IMO0000000,WDM3570,37,,20.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Seattle,Japan,Kobe,General Cargo,0.55,Marshall Islands
368198550,2023-12-31 23:57:21,32.77777,-79.95156,0.0,360.0,511.0,GALT'S GULCH,IMO0000000,WDM3585,36,,16.0,9.0,,,B,Pleasure Craft/Sailing,Sailing,Japan,Yokohama,Singapore,Jurong,General Cargo,0.83,Greece
368198580,2023-12-31 23:56:48,29.98303,-81.65064,0.0,159.1,511.0,URSA,IMO0000000,WDM3588,36,,11.0,3.0,,,B,Pleasure Craft/Sailing,Sailing,USA,Tacoma,China,Guangzhou,General Cargo,0.28,Marshall Islands
368198930,2023-12-31 23:16:29,48.12668,-123.4557,0.0,201.0,32.0,SILK,IMO0000000,WDM3626,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Jurong,China,Shenzhen,General Cargo,0.19,Japan
368199000,2023-12-31 23:59:09,24.87332,-80.32663,14.0,227.3,228.0,AMERICAN PRIDE,IMO9763863,KAPD,80,0.0,,,,80.0,A,Tanker,"Tanker, all ships of this type",Saudi Arabia,Dammam,UAE,Jebel Ali,Crude Oil,95583.3,China
